ABS,Adjustable_Seat,Bore,Cam_Type,Carburettor,Charging_Method,Clutch_Type,Colour,Compression_Ratio,Cooling,Country_of_Origin,Cylinders,Drive_Type,Dry_Weight,Engine_Config,Engine_Description,Engine_Type,Engine_Voltage,Exhaust_Config,First_Seen,Frame_Material,Front_Brake_Caliper(s),Front_Brake_Description,Front_Brake_Diameter,Front_Suspension,Front_Suspension_Travel,Fuel_Tank_Capacity,Gear_Change_Method,Gear_Number,Gear_Type,Ground_Clearance,Height,Ignition,Kilometers,Last_Modified,Last_Seen,Learner_Approved,Length,Linked_Braking_System,Make,Maximum_Power,Maximum_Power_RPM,Maximum_Torque,Maximum_Torque_RPM,Model,Network_ID,Postcode,Price,Rake_(Caster_Angle),Rear_Brake_Caliper(s),Rear_Brake_Description,Rear_Brake_Diameter,Rear_Suspension,Rear_Suspension_Travel,Recommended_RON,Registration_Expiry,Seat_Height,Seating_Capacity,Seating_Position,Side_Stand,Side_Stand_Start_Inhibitor,Starter,State,Stroke,Suburb,Swingarm_Type,Throttle_Bore,Traction_Control,Trail,URL,Valves_Per_Cylinder,Warranty_in_Months_from_First_Registration,Wet_Operational_Weight,Wheel_Type,Wheelbase,Width,Release_Year,Seller
No,,81.5,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection,Engine,"Wet, Multi-disc",white,11.0,Liquid,KOREA,2.0,Chain,,V-Twin,650.0,Piston,12.0,2 into 1,2019-08-07,Dual lateral oval bar,Four Piston,Twin semi-floating discs; Hydraulic (DOT4),300.0,"41mm Kayaba USD forks, Adustable rebound & compression",,17.0,Left foot lever,6.0,Manual,130.0,1095.0,,3549.0,2019-08-05,2019-09-08,Yes,2095.0,No,Hyosung,40.0,750.0,70.0,8000.0,GT650R_EFI,SSE-AD-6225524,5038.0,4500,25.0,Double Piston,Single disc; Hydraulic,230.0,"Swingarm; Kayaba Monoshock, Adjustable preload",,95.0,01/10/2019,790.0,2.0,Forward,Yes,Standard,Electric,SA,62.0,Plympton park,Dual Sided,,No,,https://www.bikesales.com.au/bikes/details/2015-hyosung-gt650r-efi/SSE-AD-6225524/?Cr=5,4.0,12,,"Black, 6-Spoke",1435.0,720.0,2015,Private
No,,81.5,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection,Engine,"Wet, Multi-disc",black,11.0,Liquid,KOREA,2.0,Chain,,V-Twin,650.0,Piston,12.0,2 into 1,2019-08-25,Dual lateral oval bar,Four Piston,Twin semi-floating discs; Hydraulic (DOT4),300.0,"41mm Kayaba USD forks, Adustable rebound & compression",,17.0,Left foot lever,6.0,Manual,130.0,1095.0,,18280.0,,2019-09-08,Yes,2095.0,No,Hyosung,,,,,GT650R_EFI,OAG-AD-17542133,0.0,3495,25.0,Double Piston,Single disc; Hydraulic,230.0,"Swingarm; Kayaba Monoshock, Adjustable preload",,95.0,01/09/2019,790.0,2.0,Forward,Yes,Standard,Electric,VIC,62.0,none,Dual Sided,,,,https://www.bikesales.com.au/bikes/details/2014-hyosung-gt650r-efi/OAG-AD-17542133/?Cr=1,4.0,12,,"Black, 6-Spoke",1435.0,720.0,2014,Dealer
No,,81.5,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection,Engine,"Wet, Multi-disc",black,11.0,Liquid,KOREA,2.0,Chain,,V-Twin,650.0,Piston,12.0,2 into 1,2019-08-25,Dual lateral oval bar,Four Piston,Twin semi-floating discs; Hydraulic (DOT4),300.0,"41mm Kayaba USD forks, Adustable rebound & compression",,17.0,Left foot lever,6.0,Manual,130.0,1095.0,,1804.0,,2019-08-30,Yes,2095.0,No,Hyosung,40.0,750.0,70.0,8000.0,GT650R_EFI,OAG-AD-17541257,0.0,4490,25.0,Double Piston,Single disc; Hydraulic,230.0,"Swingarm; Kayaba Monoshock, Adjustable preload",,95.0,01/08/2019,790.0,2.0,Forward,Yes,Standard,Electric,VIC,62.0,none,Dual Sided,,No,,https://www.bikesales.com.au/bikes/details/2015-hyosung-gt650r-efi/OAG-AD-17541257/?Cr=5,4.0,12,,"Black, 6-Spoke",1435.0,720.0,2015,Dealer
No,,100.0,DOHC (Double Over Head Cam),PGM-FI Programmed Fuel Injection; 12-hole injectors; 2 injectors per cylinder,Engine,7-disc; Hydraulic; Adjustable lever,black,10.0,Liquid,JAPAN,2.0,Chain - O'Ring Sealed,194.0,V-Twin,1000.0,Piston,12.0,4 into 1,2019-07-01,Aluminiun,Four Piston,Twin floating discs; Hydraulic (DOT4),320.0,43mm Upside down/Inverted HMAS telescopic fork; Adjustable spring preload & rebound & compression damping,130.0,18.0,Left foot lever,6.0,Manual,,1145.0,Digital,22180.0,2019-05-26,2019-07-12,No,2040.0,No,Honda,,,,,VTR1000SP_2,SSE-AD-6108546,4216.0,12399,23.5,Single Piston,Single disc; Hydraulic (DOT4),220.0,Single shock absorber; Adjustable rebound/compression damping & spring preload,,95.0,01/06/2020,,2.0,Forward,Standard,Standard,Electric,QLD,63.6,Coombabah,Dual Sided,62.0,No,95.0,https://www.bikesales.com.au/bikes/details/2005-honda-vtr1000sp-2/SSE-AD-6108546/?Cr=0,4.0,0,,5-V-shape spokes; Aluminium alloy,1420.0,725.0,2005,Private
No,,100.0,DOHC (Double Over Head Cam),PGM-FI Programmed Fuel Injection; 12-hole injectors; 2 injectors per cylinder,Engine,7-disc; Hydraulic; Adjustable lever,white,10.0,Liquid,JAPAN,2.0,Chain - O'Ring Sealed,194.0,V-Twin,1000.0,Piston,12.0,2 into 2,2019-07-01,Aluminiun,Four Piston,Twin floating discs; Hydraulic (DOT4),320.0,43mm Upside down/Inverted HMAS telescopic fork; Adjustable spring preload & rebound & compression damping,130.0,18.0,Left foot lever,6.0,Manual,,1145.0,Digital,36526.0,2019-06-02,2019-09-08,No,2040.0,No,Honda,,,,,VTR1000SP_2,SSE-AD-6121396,2256.0,14000,23.5,Single Piston,Single disc; Hydraulic (DOT4),220.0,Single shock absorber; Adjustable rebound/compression damping & spring preload,,95.0,01/01/1970,,2.0,Forward,Standard,Standard,Electric,NSW,63.6,Blackwall,Dual Sided,62.0,No,95.0,https://www.bikesales.com.au/bikes/details/2003-honda-vtr1000sp-2/SSE-AD-6121396/?Cr=1,4.0,0,,5-V-shape spokes; Aluminium alloy,1420.0,725.0,2003,Private
No,,100.0,DOHC (Double Over Head Cam),PGM-FI Programmed Fuel Injection; 12-hole injectors; 2 injectors per cylinder,Engine,7-disc; Hydraulic; Adjustable lever,white,10.0,Liquid,JAPAN,2.0,Chain - O'Ring Sealed,194.0,V-Twin,1000.0,Piston,12.0,2 into 2,2019-07-01,Aluminiun,Four Piston,Twin floating discs; Hydraulic (DOT4),320.0,43mm Upside down/Inverted HMAS telescopic fork; Adjustable spring preload & rebound & compression damping,130.0,18.0,Left foot lever,6.0,Manual,,1145.0,Digital,48320.0,2019-06-26,2019-09-08,No,2040.0,No,Honda,,,,,VTR1000SP_2,SSE-AD-6163733,2093.0,15800,23.5,Single Piston,Single disc; Hydraulic (DOT4),220.0,Single shock absorber; Adjustable rebound/compression damping & spring preload,,95.0,01/03/2020,,2.0,Forward,Standard,,Electric,NSW,63.6,Manly vale,Dual Sided,62.0,,95.0,https://www.bikesales.com.au/bikes/details/2002-honda-vtr1000sp-2/SSE-AD-6163733/?Cr=2,4.0,0,,5-V-shape spokes; Aluminium alloy,1420.0,725.0,2002,Private
No,,100.0,DOHC (Double Over Head Cam),PGM-FI Programmed Fuel Injection; 12-hole injectors; 2 injectors per cylinder,Engine,7-disc; Hydraulic; Adjustable lever,black,10.0,Liquid,JAPAN,2.0,Chain - O'Ring Sealed,194.0,V-Twin,1000.0,Piston,12.0,4 into 1,2019-07-01,Aluminiun,Four Piston,Twin floating discs; Hydraulic (DOT4),320.0,43mm Upside down/Inverted HMAS telescopic fork; Adjustable spring preload & rebound & compression damping,130.0,18.0,Left foot lever,6.0,Manual,,1145.0,Digital,28125.0,2019-06-24,2019-09-08,No,2040.0,No,Honda,,,,,VTR1000SP_2,SSE-AD-2459669,2168.0,16500,23.5,Single Piston,Single disc; Hydraulic (DOT4),220.0,Single shock absorber; Adjustable rebound/compression damping & spring preload,,95.0,01/05/2019,,2.0,Forward,Standard,Standard,Electric,NSW,63.6,Green valley,Dual Sided,62.0,No,95.0,https://www.bikesales.com.au/bikes/details/2005-honda-vtr1000sp-2/SSE-AD-2459669/?Cr=3,4.0,0,,5-V-shape spokes; Aluminium alloy,1420.0,725.0,2005,Private
No,,100.0,DOHC (Double Over Head Cam),PGM-FI Programmed Fuel Injection; 12-hole injectors; 2 injectors per cylinder,Engine,7-disc; Hydraulic; Adjustable lever,black,10.0,Liquid,JAPAN,2.0,Chain - O'Ring Sealed,194.0,V-Twin,1000.0,Piston,12.0,2 into 2,2019-08-07,Aluminiun,Four Piston,Twin floating discs; Hydraulic (DOT4),320.0,43mm Upside down/Inverted HMAS telescopic fork; Adjustable spring preload & rebound & compression damping,130.0,18.0,Left foot lever,6.0,Manual,,1145.0,Digital,27700.0,2019-07-20,2019-08-17,No,2040.0,No,Honda,,,,,VTR_SP,SSE-AD-6204348,3193.0,12000,23.5,Single Piston,Single disc; Hydraulic (DOT4),220.0,Single shock absorber; Adjustable rebound/compression damping & spring preload,,95.0,01/10/2019,,2.0,Forward,Standard,Standard,Electric,VIC,63.6,Black rock,Dual Sided,62.0,No,95.0,https://www.bikesales.com.au/bikes/details/2003-honda-vtr1000sp-2/SSE-AD-6204348/?Cr=6,4.0,0,,5-V-shape spokes; Aluminium alloy,1420.0,725.0,2003,Private
No,No,74.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection,Engine,"Wet, Multi-disc, Adjustable lever",black,11.0,Liquid,JAPAN,4.0,Chain - O'Ring,174.0,Inline,1000.0,Piston,12.0,4 into 1,2019-07-02,,Four Piston,Twin disc; Hydraulic,298.0,Upside down fork,120.0,18.0,Left foot lever,6.0,Manual,140.0,1105.0,Digital,57000.0,2019-06-30,2019-08-12,No,2040.0,No,Yamaha,111.86,10000.0,,,YZF_R1,SSE-AD-6170054,4118.0,3000,24.0,Double Piston,Single disc; Hydraulic,245.0,Single shock absorber,130.0,95.0,01/01/1970,820.0,2.0,Forward,Standard,Standard,Electric,QLD,58.0,Browns plains,Dual Sided,40.0,No,103.0,https://www.bikesales.com.au/bikes/details/2003-yamaha-yzf-r1/SSE-AD-6170054/?Cr=1,4.0,0,,3-spoke,1395.0,705.0,2003,Private
No,No,74.0,DOHC (Double Over Head Cam),Mikuni BDSR40; CV downdraft; TPS,Engine,"Wet, Multi-disc",blue,11.0,Liquid,JAPAN,4.0,Chain - O'Ring,177.0,Inline,1000.0,Piston,12.0,4 into 1,2019-07-02,,Four Piston,Twin floating discs; Hydraulic (DOT 4),298.0,41mm Inverted telescopic fork; Coil spring & oil damping,135.0,18.0,Left foot lever,6.0,Manual,140.0,1105.0,Digital,55157.0,2019-06-01,2019-07-12,No,2095.0,No,Yamaha,111.86,10000.0,,,YZF_R1,SSE-AD-5801575,4504.0,3500,24.0,Double Piston,Single drilled disc; Hydraulic (DOT 4),245.0,Swingarm; Link; Single spring & gas/oil shock absorber,130.0,95.0,01/01/1970,815.0,2.0,Forward,Yes,Standard,Kick,QLD,58.0,Narangba,Dual Sided,40.0,No,92.0,https://www.bikesales.com.au/bikes/details/2000-yamaha-yzf-r1/SSE-AD-5801575/?Cr=2,5.0,0,194.0,Cast,1395.0,695.0,2000,Private
No,No,74.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection; Nippon Injector (INP-731/4); Mikuni throttle bodies,Engine,"Wet, Multi-disc, Adjustable lever",red,11.0,Liquid,JAPAN,4.0,Chain - O'Ring,177.0,Inline,1000.0,Piston,12.0,4 into 1,2019-07-02,,Four Piston,Twin floating discs; Hydraulic; (DOT4),298.0,"43mm Kyaba Upside down/Inverted telescopic fork; Adjustable preload, Compression & rebound damping",120.0,18.0,Left foot lever,6.0,Manual,140.0,1105.0,Digital,92000.0,2019-06-29,2019-07-12,No,2040.0,No,Yamaha,111.86,10000.0,,,YZF_R1,SSE-AD-6044674,2329.0,3800,24.0,Double Piston,Single disc; Hydraulic,245.0,"Swingarm linkage; Single coil spring over hydraulic shock absorber; Adjustable preload, compression & rebound damping",130.0,95.0,01/02/2020,820.0,2.0,Forward,Standard,Standard,Electric,NSW,58.0,Merriwa,Dual Sided,40.0,No,103.0,https://www.bikesales.com.au/bikes/details/2002-yamaha-yzf-r1/SSE-AD-6044674/?Cr=3,4.0,0,193.0,3-spoke; Cast,1395.0,705.0,2002,Private
No,No,74.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection,Engine,"Wet, Multi-disc, Adjustable lever",red,11.0,Liquid,JAPAN,4.0,Chain - O'Ring,174.0,Inline,1000.0,Piston,12.0,4 into 1,2019-07-02,,Four Piston,Twin disc; Hydraulic,298.0,Upside down fork,120.0,18.0,Left foot lever,6.0,Manual,140.0,1105.0,Digital,45868.0,2019-07-01,2019-09-08,No,2040.0,No,Yamaha,111.86,10000.0,,,YZF_R1,SSE-AD-5912691,2010.0,4699,24.0,Double Piston,Single disc; Hydraulic,245.0,Single shock absorber,130.0,95.0,01/05/2020,820.0,2.0,Forward,Standard,Standard,Electric,NSW,58.0,Darlinghurst,Dual Sided,40.0,No,103.0,https://www.bikesales.com.au/bikes/details/2003-yamaha-yzf-r1/SSE-AD-5912691/?Cr=6,4.0,0,,3-spoke,1395.0,705.0,2003,Private
No,No,74.0,DOHC (Double Over Head Cam),Mikuni BDSR40; CV downdraft; TPS,Engine,"Wet, Multi-disc",red,11.0,Liquid,JAPAN,4.0,Chain - O'Ring,177.0,Inline,1000.0,Piston,12.0,4 into 1,2019-07-02,,Four Piston,Twin floating discs; Hydraulic (DOT 4),298.0,41mm Inverted telescopic fork; Coil spring & oil damping,135.0,18.0,Left foot lever,6.0,Manual,140.0,1105.0,Digital,51408.0,2019-06-25,2019-07-12,No,2095.0,No,Yamaha,111.86,10000.0,,,YZF_R1,SSE-AD-6071359,2530.0,4700,24.0,Double Piston,Single drilled disc; Hydraulic (DOT 4),245.0,Swingarm; Link; Single spring & gas/oil shock absorber,130.0,95.0,01/09/2019,815.0,2.0,Forward,Yes,Standard,Kick,NSW,58.0,Avondale,Dual Sided,40.0,No,92.0,https://www.bikesales.com.au/bikes/details/2000-yamaha-yzf-r1/SSE-AD-6071359/?Cr=7,5.0,0,194.0,Cast,1395.0,695.0,2000,Private
No,No,74.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection,Engine,"Wet, Multi-disc, Adjustable lever",black,11.0,Liquid,JAPAN,4.0,Chain - O'Ring,174.0,Inline,1000.0,Piston,12.0,4 into 1,2019-07-02,,Four Piston,Twin disc; Hydraulic,298.0,Upside down fork,120.0,18.0,Left foot lever,6.0,Manual,140.0,1105.0,Digital,45536.0,2019-06-29,2019-07-12,No,2040.0,No,Yamaha,111.86,10000.0,,,YZF_R1,SSE-AD-6150991,6018.0,5200,24.0,Double Piston,Single disc; Hydraulic,245.0,Single shock absorber,130.0,95.0,01/12/2019,820.0,2.0,Forward,Standard,Standard,Electric,WA,58.0,Doubleview,Dual Sided,40.0,No,103.0,https://www.bikesales.com.au/bikes/details/2004-yamaha-yzf-r1/SSE-AD-6150991/?Cr=8,4.0,0,,Black,1395.0,705.0,2004,Private
No,No,74.0,DOHC (Double Over Head Cam),Mikuni BDSR40,Engine,"Wet, Multi-plate, Adjustable lever",orange,11.0,Liquid,JAPAN,4.0,Chain - O'Ring,177.0,Inline,1000.0,Piston,12.0,4 into 1,2019-07-02,,Four Piston,Twin disc; Hydraulic; (DOT4),298.0,Telescopic fork; Coil sprimg & oil damped,135.0,18.0,Left foot lever,6.0,Manual,140.0,1105.0,Digital,57000.0,2019-06-16,2019-09-08,No,2095.0,No,Yamaha,111.86,10000.0,,,YZF_R1,SSE-AD-6146203,4511.0,5800,24.0,Double Piston,Single disc; Hydraulic,245.0,Swingarm; Link; Single shock absorber; Coil spring & gas-oil damping,130.0,95.0,01/08/2019,815.0,2.0,Forward,Yes,Standard,Electric,QLD,58.0,Ningi,Dual Sided,40.0,No,92.0,https://www.bikesales.com.au/bikes/details/2001-yamaha-yzf-r1/SSE-AD-6146203/?Cr=9,4.0,0,194.0,Cast,1395.0,695.0,2001,Private
No,No,74.0,DOHC (Double Over Head Cam),Mikuni BDSR40,Engine,"Wet, Multi-plate, Adjustable lever",blue,11.0,Liquid,JAPAN,4.0,Chain - O'Ring,177.0,Inline,1000.0,Piston,12.0,4 into 1,2019-07-02,,Four Piston,Twin disc; Hydraulic; (DOT4),298.0,Telescopic fork; Coil sprimg & oil damped,135.0,18.0,Left foot lever,6.0,Manual,140.0,1105.0,Digital,52000.0,2019-06-28,2019-08-07,No,2095.0,No,Yamaha,111.86,10000.0,,,YZF_R1,SSE-AD-5711216,3807.0,5900,24.0,Double Piston,Single disc; Hydraulic,245.0,Swingarm; Link; Single shock absorber; Coil spring & gas-oil damping,130.0,95.0,01/01/1970,815.0,2.0,Forward,Yes,Standard,Electric,VIC,58.0,Beaconsfield,Dual Sided,40.0,No,92.0,https://www.bikesales.com.au/bikes/details/2001-yamaha-yzf-r1/SSE-AD-5711216/?Cr=10,4.0,0,194.0,Cast,1395.0,695.0,2001,Private
No,No,74.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection,Engine,"Wet, Multi-disc, Adjustable lever",blue,11.0,Liquid,JAPAN,4.0,Chain - O'Ring,174.0,Inline,1000.0,Piston,12.0,4 into 1,2019-07-02,,Four Piston,Twin disc; Hydraulic,298.0,Upside down fork,120.0,18.0,Left foot lever,6.0,Manual,140.0,1105.0,Digital,14140.0,,2019-08-26,No,2040.0,No,Yamaha,111.86,10000.0,,,YZF_R1,OAG-AD-17258305,0.0,6490,24.0,Double Piston,Single disc; Hydraulic,245.0,Single shock absorber,130.0,95.0,01/01/1970,820.0,2.0,Forward,Standard,Standard,Electric,QLD,58.0,none,Dual Sided,40.0,No,103.0,https://www.bikesales.com.au/bikes/details/2003-yamaha-yzf-r1/OAG-AD-17258305/?Cr=15,4.0,0,,3-spoke,1395.0,705.0,2003,Dealer
No,No,74.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection,Engine,"Wet, Multi-disc, Adjustable lever",grey,11.0,Liquid,JAPAN,4.0,Chain - O'Ring,174.0,Inline,1000.0,Piston,12.0,4 into 1,2019-07-02,,Four Piston,Twin disc; Hydraulic,298.0,Upside down fork,120.0,18.0,Left foot lever,6.0,Manual,140.0,1105.0,Digital,12000.0,2019-06-25,2019-09-08,No,2040.0,No,Yamaha,111.86,10000.0,,,YZF_R1,SSE-AD-6044780,3340.0,7000,24.0,Double Piston,Single disc; Hydraulic,245.0,Single shock absorber,130.0,95.0,01/05/2020,820.0,2.0,Forward,Standard,Standard,Electric,VIC,58.0,Bacchus marsh,Dual Sided,40.0,No,103.0,https://www.bikesales.com.au/bikes/details/2004-yamaha-yzf-r1/SSE-AD-6044780/?Cr=19,4.0,0,,Black,1395.0,705.0,2004,Private
No,No,74.0,DOHC (Double Over Head Cam),Mikuni BDSR40; CV downdraft; TPS,Engine,"Wet, Multi-disc",blue,11.0,Liquid,JAPAN,4.0,Chain - O'Ring,177.0,Inline,1000.0,Piston,12.0,4 into 1,2019-07-02,,Four Piston,Twin floating discs; Hydraulic (DOT 4),298.0,41mm Inverted telescopic fork; Coil spring & oil damping,135.0,18.0,Left foot lever,6.0,Manual,140.0,1105.0,Digital,25503.0,,2019-09-08,No,2095.0,No,Yamaha,111.86,10000.0,,,YZF_R1,OAG-AD-17089913,0.0,7490,24.0,Double Piston,Single drilled disc; Hydraulic (DOT 4),245.0,Swingarm; Link; Single spring & gas/oil shock absorber,130.0,95.0,01/01/1970,815.0,2.0,Forward,Yes,Standard,Kick,VIC,58.0,none,Dual Sided,40.0,No,92.0,https://www.bikesales.com.au/bikes/details/2000-yamaha-yzf-r1/OAG-AD-17089913/?Cr=22,5.0,0,194.0,Cast,1395.0,695.0,2000,Dealer
No,No,74.0,DOHC (Double Over Head Cam),Mikuni BDSR40; CV downdraft; TPS,Engine,"Wet, Multi-disc",red,11.0,Liquid,JAPAN,4.0,Chain - O'Ring,177.0,Inline,1000.0,Piston,12.0,4 into 1,2019-07-02,,Four Piston,Twin floating discs; Hydraulic (DOT 4),298.0,41mm Inverted telescopic fork; Coil spring & oil damping,135.0,18.0,Left foot lever,6.0,Manual,140.0,1105.0,Digital,18000.0,,2019-07-12,No,2095.0,No,Yamaha,111.86,10000.0,,,YZF_R1,OAG-AD-17325602,0.0,7995,24.0,Double Piston,Single drilled disc; Hydraulic (DOT 4),245.0,Swingarm; Link; Single spring & gas/oil shock absorber,130.0,95.0,01/01/1970,815.0,2.0,Forward,Yes,Standard,Kick,QLD,58.0,none,Dual Sided,40.0,No,92.0,https://www.bikesales.com.au/bikes/details/2000-yamaha-yzf-r1/OAG-AD-17325602/?Cr=28,5.0,0,194.0,Cast,1395.0,695.0,2000,Dealer
No,No,74.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection; Nippon Injector (INP-731/4); Mikuni throttle bodies,Engine,"Wet, Multi-disc, Adjustable lever",silver,11.0,Liquid,JAPAN,4.0,Chain - O'Ring,177.0,Inline,1000.0,Piston,12.0,4 into 1,2019-07-02,,Four Piston,Twin floating discs; Hydraulic; (DOT4),298.0,"43mm Kyaba Upside down/Inverted telescopic fork; Adjustable preload, Compression & rebound damping",120.0,18.0,Left foot lever,6.0,Manual,140.0,1105.0,Digital,24000.0,2019-06-17,2019-07-12,No,2040.0,No,Yamaha,111.86,10000.0,,,YZF_R1,SSE-AD-4279016,3875.0,8000,24.0,Double Piston,Single disc; Hydraulic,245.0,"Swingarm linkage; Single coil spring over hydraulic shock absorber; Adjustable preload, compression & rebound damping",130.0,95.0,01/07/2019,820.0,2.0,Forward,Standard,Standard,Electric,VIC,58.0,Bairnsdale,Dual Sided,40.0,No,103.0,https://www.bikesales.com.au/bikes/details/2002-yamaha-yzf-r1/SSE-AD-4279016/?Cr=31,4.0,0,193.0,3-spoke; Cast,1395.0,705.0,2002,Private
No,No,74.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection,Engine,"Wet, Multi-disc, Adjustable lever",red,11.0,Liquid,JAPAN,4.0,Chain - O'Ring,174.0,Inline,1000.0,Piston,12.0,4 into 1,2019-07-02,,Four Piston,Twin disc; Hydraulic,298.0,Upside down fork,120.0,18.0,Left foot lever,6.0,Manual,140.0,1105.0,Digital,41000.0,2019-06-18,2019-09-08,No,2040.0,No,Yamaha,111.86,10000.0,,,YZF_R1,SSE-AD-6062519,3438.0,8000,24.0,Double Piston,Single disc; Hydraulic,245.0,Single shock absorber,130.0,95.0,01/12/2019,820.0,2.0,Forward,Standard,Standard,Electric,VIC,58.0,New gisborne,Dual Sided,40.0,No,103.0,https://www.bikesales.com.au/bikes/details/2004-yamaha-yzf-r1/SSE-AD-6062519/?Cr=35,4.0,0,,Black,1395.0,705.0,2004,Private
Standard,,68.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection,Engine,"Wet, Multi-disc",blue,11.0,Liquid,INDONESIA,2.0,Chain,,Parallel,300.0,Piston,12.0,2 into 1,2019-07-02,,Double Piston,Single floating disc; Hydraulic; ABS,298.0,41mm KYB Telescopic fork,130.0,14.0,Left foot lever,6.0,Manual,160.0,1135.0,,2200.0,2019-06-04,2019-07-02,Yes,2090.0,No,Yamaha,30.9,10750.0,30.0,9000.0,YZF_R3_Movistar_YZF_R3ASP,SSE-AD-6086452,4305.0,4000,95.0,Single Piston,Single disc; Hydraulic; ABS,220.0,Swingarm; Single shock absorber,125.0,95.0,01/12/2019,780.0,,Forward,Standard,Standard,Electric,QLD,44.1,Ipswich,Dual Sided,,No,,https://www.bikesales.com.au/bikes/details/2016-yamaha-yzf-r3-movistar-yzf-r3asp/SSE-AD-6086452/?Cr=0,4.0,12,169.0,Blue; 10-spoke; Cast aluminium,1380.0,720.0,2016,Private
Standard,,68.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection,Engine,"Wet, Multi-disc",blue,11.0,Liquid,INDONESIA,2.0,Chain,,Parallel,300.0,Piston,12.0,2 into 1,2019-07-02,,Double Piston,Single floating disc; Hydraulic; ABS,298.0,41mm KYB Telescopic fork,130.0,14.0,Left foot lever,6.0,Manual,160.0,1135.0,,1407.0,2019-07-01,2019-08-17,Yes,2090.0,No,Yamaha,30.9,10750.0,30.0,9000.0,YZF_R3_Movistar_YZF_R3ASP,SSE-AD-5988664,4814.0,4500,95.0,Single Piston,Single disc; Hydraulic; ABS,220.0,Swingarm; Single shock absorber,125.0,95.0,01/07/2019,780.0,,Forward,Standard,Standard,Electric,QLD,44.1,Garbutt,Dual Sided,,No,,https://www.bikesales.com.au/bikes/details/2016-yamaha-yzf-r3-movistar-yzf-r3asp/SSE-AD-5988664/?Cr=1,4.0,12,169.0,Blue; 10-spoke; Cast aluminium,1380.0,720.0,2016,Private
Standard,,68.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection,Engine,"Wet, Multi-disc",none,11.0,Liquid,INDONESIA,2.0,Chain,,Parallel,300.0,Piston,12.0,2 into 1,2019-07-02,,Double Piston,Single floating disc; Hydraulic; ABS,298.0,41mm KYB Telescopic fork,130.0,14.0,Left foot lever,6.0,Manual,160.0,1135.0,,,,2019-07-02,Yes,2090.0,No,Yamaha,30.9,10750.0,30.0,9000.0,YZF_R3_Movistar_YZF_R3ASP,OAG-AD-17223704,0.0,5998,95.0,Single Piston,Single disc; Hydraulic; ABS,220.0,Swingarm; Single shock absorber,125.0,95.0,01/01/1970,780.0,,Forward,Standard,Standard,Electric,NSW,44.1,none,Dual Sided,,No,,https://www.bikesales.com.au/bikes/details/2018-yamaha-yzf-r3-movistar-yzf-r3asp/OAG-AD-17223704/?Cr=2,4.0,12,169.0,Black; 10-spoke; Cast aluminium,1380.0,720.0,2018,Dealer
Standard,,68.0,DOHC (Double Over Head Cam),EFI - Electronic Fuel Injection,Engine,"Wet, Multi-disc",blue,11.0,Liquid,INDONESIA,2.0,Chain,,Parallel,300.0,Piston,12.0,2 into 1,2019-07-02,,Double Piston,Single floating disc; Hydraulic; ABS,298.0,41mm KYB Telescopic fork,130.0,14.0,Left foot lever,6.0,Manual,160.0,1135.0,,,,2019-09-08,Yes,2090.0,No,Yamaha,30.9,10750.0,30.0,9000.0,YZF_R3_Movistar_YZF_R3ASP,OAG-AD-17299873,0.0,5999,95.0,Single Piston,Single disc; Hydraulic; ABS,220.0,Swingarm; Single shock absorber,125.0,95.0,01/01/1970,780.0,,Forward,Standard,Standard,Electric,NSW,44.1,none,Dual Sided,,No,,https://www.bikesales.com.au/bikes/details/2018-yamaha-yzf-r3-movistar-yzf-r3asp/OAG-AD-17299873/?Cr=3,4.0,12,169.0,Black; 10-spoke; Cast aluminium,1380.0,720.0,2018,Dealer
